rowid,object,attribute,value,attributetype
2708,ab0137d2-5f87-4921-9d69-1aad1e201c3b,url,https://www.eventbrite.com/e/corporate-sustainability-measurement-reporting-from-whether-to-how-tickets-809168182817,url
2709,ab0137d2-5f87-4921-9d69-1aad1e201c3b,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F687797549%2F169757407562%2F1%2Foriginal.20240201-172240?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=150139fbc7ead7afa0c2615de0976435,url-img
2710,ab0137d2-5f87-4921-9d69-1aad1e201c3b,description,The CFRM 27th Conference on Financial Reporting at Berkeley Haas,string
2711,ab0137d2-5f87-4921-9d69-1aad1e201c3b,locationName,"Spieker Forum, Chou Hall",string
2712,ab0137d2-5f87-4921-9d69-1aad1e201c3b,locationAddress,"Haas School of Business, UC Berkeley 2220 Piedmont Avenue, Berkeley, CA 94720",address
2713,ab0137d2-5f87-4921-9d69-1aad1e201c3b,organizerName,Center for Financial Reporting and Management,string
2714,27a6b077-3ba6-463f-9832-2cefd75b3e50,type,event,type
2715,27a6b077-3ba6-463f-9832-2cefd75b3e50,startDate,2024-03-28T17:00:00-07:00,date
2716,27a6b077-3ba6-463f-9832-2cefd75b3e50,endDate,2024-03-28T20:00:00-07:00,date
2717,27a6b077-3ba6-463f-9832-2cefd75b3e50,name,Bay Area Ruby Meetup Group @ GitHub HQ,string
2718,27a6b077-3ba6-463f-9832-2cefd75b3e50,url,https://www.meetup.com/san-francisco-ruby-meetup-group/events/299635202/,url
2719,27a6b077-3ba6-463f-9832-2cefd75b3e50,image,https://secure-content.meetupstatic.com/images/classic-events/519578114/676x676.jpg,url-img
2720,27a6b077-3ba6-463f-9832-2cefd75b3e50,description,"(NOTE: [Please register at this Luma Link](https://lu.ma/r6d0lghm) (Github's preference) in addition to RSVPing here.)

Hey, Bay Area builders and tinkerer",string
2721,27a6b077-3ba6-463f-9832-2cefd75b3e50,locationName,GitHub,string
2722,27a6b077-3ba6-463f-9832-2cefd75b3e50,locationAddress,"88 Colin P Kelly Jr St, San Francisco, CA",address
2723,27a6b077-3ba6-463f-9832-2cefd75b3e50,organizerName,SF Bay Area Ruby Meetup Group,string
2724,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,type,event,type
2725,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,startDate,2024-03-28T18:00:00-07:00,date
2726,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,endDate,2024-03-28T22:00:00-07:00,date
2727,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,name,San Francisco AI Block Party,string
2728,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,url,https://www.meetup.com/sanfrancisco-ai/events/299429399/,url
2729,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,image,https://secure-content.meetupstatic.com/images/classic-events/519380766/676x676.jpg,url-img
2730,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,description,"Welcome to the San Francisco AI Block Party! Get ready for a night of fun, music, and good vibes in the heart of San Francisco.

Bring your friends and net",string
2731,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,locationName,1481 Folsom St,string
2732,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,locationAddress,"1481 Folsom St, San Francisco, CA",address
2733,46cf658c-ef8f-43f9-8250-7cc7a6e4b3a4,organizerName,San francisco AI Meetups,string
2734,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,type,event,type
2735,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,startDate,2024-03-24T13:00:00-07:00,date
2736,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,endDate,2024-03-24T16:00:00-07:00,date
2737,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,name,Career Crafting for Burned & Burnt Out Women in Tech,string
2738,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,url,https://www.meetup.com/burned-burnt-out-women-in-tech-sf/events/299738651/,url
2739,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,image,https://secure-content.meetupstatic.com/images/classic-events/519705832/676x676.jpg,url-img
2740,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,description,"**GET UNSTUCK AND HAVE FUN DOING IT!**

Tired of feeling unfulfilled and overwhelmed?

Feel like there HAS to be more...but what?

It's time to try somethi",string
2741,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,locationName,BODY.,string
2742,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,locationAddress,"2275 Market St, San Francisco, ca",address
2743,5e4cd49d-5a83-47d8-ba9a-91bca6951a19,organizerName,Burned & Burnt Out Women in Tech SF,string
2744,f51548ae-f4d4-4f55-9757-e9db3d22dee4,type,event,type
2745,f51548ae-f4d4-4f55-9757-e9db3d22dee4,startDate,2024-03-28T18:00:00-07:00,date
2746,f51548ae-f4d4-4f55-9757-e9db3d22dee4,endDate,2024-03-28T20:00:00-07:00,date
2747,f51548ae-f4d4-4f55-9757-e9db3d22dee4,name,Data and AI Engineering Panel: Airbyte x LangChain x Pinecone,string
2748,f51548ae-f4d4-4f55-9757-e9db3d22dee4,url,https://www.meetup.com/data-bytes/events/299752878/,url
2749,f51548ae-f4d4-4f55-9757-e9db3d22dee4,image,https://secure-content.meetupstatic.com/images/classic-events/519808462/676x676.jpg,url-img
2750,f51548ae-f4d4-4f55-9757-e9db3d22dee4,description,"Join us for some light bites, drinks, and discussion about data engineering for AI. Our meetup will include a panel discussion with experts from the engine",string
2751,f51548ae-f4d4-4f55-9757-e9db3d22dee4,locationName,100 California St,string
2752,f51548ae-f4d4-4f55-9757-e9db3d22dee4,locationAddress,"100 California St, San Francisco, CA",address
2753,f51548ae-f4d4-4f55-9757-e9db3d22dee4,organizerName,Data Bytes,string
2754,46a59db6-9d0e-4e66-8d98-e8e57515aeed,type,event,type
2755,46a59db6-9d0e-4e66-8d98-e8e57515aeed,startDate,2024-03-19T19:00:00-07:00,date
2756,46a59db6-9d0e-4e66-8d98-e8e57515aeed,endDate,2024-03-19T23:59:00-07:00,date
2757,46a59db6-9d0e-4e66-8d98-e8e57515aeed,name,"GDC 2024 After Party Meetup with HashiCorp, Sentry, Unity, Discord & More",string
2758,46a59db6-9d0e-4e66-8d98-e8e57515aeed,url,https://www.meetup.com/monthly-sf-game-development-community/events/298874115/,url
2759,46a59db6-9d0e-4e66-8d98-e8e57515aeed,image,https://secure-content.meetupstatic.com/images/classic-events/519278588/676x676.jpg,url-img
2760,46a59db6-9d0e-4e66-8d98-e8e57515aeed,description,"Welcome back to SF Game Development's third annual GDC 2024 After Party Meetup at DNA Lounge on Tuesday, March 19th from 7:00pm-12:00am. This is the larges",string
2761,46a59db6-9d0e-4e66-8d98-e8e57515aeed,locationName,DNA Lounge,string
2762,46a59db6-9d0e-4e66-8d98-e8e57515aeed,locationAddress,"375 11th St, San Francisco, CA",address
2763,46a59db6-9d0e-4e66-8d98-e8e57515aeed,organizerName,SF Game Development,string
2764,236e4493-bd98-47f7-9582-55487a98f2e8,type,event,type
2765,236e4493-bd98-47f7-9582-55487a98f2e8,startDate,2024-03-27T18:00:00-07:00,date
2766,236e4493-bd98-47f7-9582-55487a98f2e8,endDate,2024-03-27T20:00:00-07:00,date
2767,236e4493-bd98-47f7-9582-55487a98f2e8,name,Talk Series: Event Streaming with Mantis & Scaling Computations with Ray,string
2768,236e4493-bd98-47f7-9582-55487a98f2e8,url,https://www.meetup.com/data-engineer-things-bay-area-meetup/events/299603013/,url
2769,236e4493-bd98-47f7-9582-55487a98f2e8,image,https://secure-content.meetupstatic.com/images/classic-events/519750261/676x676.jpg,url-img
2770,236e4493-bd98-47f7-9582-55487a98f2e8,description,"Whether you're a seasoned data engineer or just starting out, this event will provide valuable insights and practical tips on the work we do. Come network ",string
2771,236e4493-bd98-47f7-9582-55487a98f2e8,locationName,Writing Lab,string
2772,236e4493-bd98-47f7-9582-55487a98f2e8,locationAddress,"180 Golden Gate Ave,, San Francisco , CA",address
2773,236e4493-bd98-47f7-9582-55487a98f2e8,organizerName,Data Engineer Things Bay Area Meetup,string
2774,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,type,event,type
2775,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,startDate,2024-03-24T12:00:00-07:00,date
2776,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,endDate,2024-03-24T15:00:00-07:00,date
2777,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,name,Female Brunch Club Meetup @ Yerba Buena,string
2778,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,url,https://www.meetup.com/san-francisco-female-brunch-club/events/299488736/,url
2779,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,image,https://secure-content.meetupstatic.com/images/classic-events/519435074/676x676.jpg,url-img
2780,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,description,"Join the San Francisco Female Brunch Club for a delightful brunch where you can meet like-minded women, make new friends, and enjoy some delicious food. Ye",string
2781,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,locationName,The Grove - Yerba Buena,string
2782,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,locationAddress,"690 Mission St, San Francisco, CA",address
2783,2e5884c0-3dd1-485b-a5df-8c1bbbab1db2,organizerName,San Francisco Female Brunch Club,string
2784,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,type,event,type
2785,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,startDate,2024-03-26T19:30:00-07:00,date
2786,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,endDate,2024-03-26T22:30:00-07:00,date
2787,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,name,Make International friends & Language Exchange !,string
2788,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,url,https://www.meetup.com/international-friends-san-francisco/events/299309308/,url
2789,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,image,https://secure-content.meetupstatic.com/images/classic-events/519254228/676x676.jpg,url-img
2790,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,description,"Make international friends & speak languages (local language included).
The languages spoken may vary based on the participants.
👉🍺🥤 You are asked to or",string
2791,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,locationName,Iron Horse Cocktails,string
2792,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,locationAddress,"25 Maiden Ln, San Francisco, CA",address
2793,7aaac81f-9a6f-45c9-bbb5-adb4e5b5d9b8,organizerName,International friends San Francisco,string
2794,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,type,event,type
2795,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,startDate,2024-03-21T17:30:00-07:00,date
2796,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,endDate,2024-03-21T19:00:00-07:00,date
2797,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,name,Young PM's AI Discussion,string
2798,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,url,https://www.meetup.com/san-francisco-product-launch-manager-meetup-group/events/299685640/,url
2799,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,image,https://secure-content.meetupstatic.com/images/classic-events/519616177/676x676.jpg,url-img
2800,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,description,"If you choose to come, please read the Pop-Up rules below before RSVP'ing so that you are most prepared for the discussion.

***

Enjoy a drink at Joe the ",string
2801,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,locationName,JOE & THE JUICE,string
2802,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,locationAddress,"301 Howard St, San Francisco, CA",address
2803,88e201fb-6ae4-43c2-b3a9-4bf56e1cee55,organizerName,S.F. Product Managers 20's & 30's,string
2804,46ca76c0-fb94-481a-a313-799fc49fd7ea,type,event,type
2805,46ca76c0-fb94-481a-a313-799fc49fd7ea,startDate,2024-03-21T17:30:00-07:00,date
2806,46ca76c0-fb94-481a-a313-799fc49fd7ea,endDate,2024-03-21T19:30:00-07:00,date
2807,46ca76c0-fb94-481a-a313-799fc49fd7ea,name,Temporal Users SF: March 2024,string
2808,46ca76c0-fb94-481a-a313-799fc49fd7ea,url,https://www.meetup.com/sf-temporal-user-group/events/299361587/,url
2809,46ca76c0-fb94-481a-a313-799fc49fd7ea,image,h,url-img
2810,46ca76c0-fb94-481a-a313-799fc49fd7ea,description,"Temporal is excited to welcome the community to our next SF user group meetup! Join for an evening of technical talks, food, and drinks, meet Temporal user",string
2811,46ca76c0-fb94-481a-a313-799fc49fd7ea,locationName,110 S Park St,string
2812,46ca76c0-fb94-481a-a313-799fc49fd7ea,locationAddress,"110 S Park St, San Francisco, CA",address
2813,46ca76c0-fb94-481a-a313-799fc49fd7ea,organizerName,SF Temporal User Group,string
2814,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,type,event,type
2815,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,startDate,2024-03-27T18:00:00-07:00,date
2816,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,endDate,2024-03-27T20:00:00-07:00,date
2817,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,name,Startups and Business Networking Event San Francisco,string
2818,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,url,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,url
2819,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,image,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,url-img
2820,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,description,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",string
2821,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,locationName,The Marker San Francisco,string
2822,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,locationAddress,"501 Geary St, San Francisco, CA",address
2823,e9c3f97b-cbc0-4400-b6cf-96f52dbec8c0,organizerName,Startups and Tech Events in San Francisko,string
2824,f4117626-aecf-4c12-a6ad-2a014fac0407,type,event,type
2825,f4117626-aecf-4c12-a6ad-2a014fac0407,startDate,2024-03-25T12:00:00-07:00,date
2826,f4117626-aecf-4c12-a6ad-2a014fac0407,endDate,2024-03-25T13:30:00-07:00,date
2827,f4117626-aecf-4c12-a6ad-2a014fac0407,name,Lunch/Brunch at Brenda's Meat and Three,string
2828,f4117626-aecf-4c12-a6ad-2a014fac0407,url,https://www.meetup.com/san-francisco-seniors-social-group/events/299657944/,url
2829,f4117626-aecf-4c12-a6ad-2a014fac0407,image,https://secure-content.meetupstatic.com/images/classic-events/519595924/676x676.jpg,url-img
2830,f4117626-aecf-4c12-a6ad-2a014fac0407,description,"Greetings All:

Let's have a relaxed Brunch/Lunch at this Southern Secret in San Francisco and start to get to know each other. We can also Brain Storm on ",string
2831,f4117626-aecf-4c12-a6ad-2a014fac0407,locationName,Brenda's Meat & Three,string
2832,f4117626-aecf-4c12-a6ad-2a014fac0407,locationAddress,"919 Divisadero St, San Francisco, CA",address
2833,f4117626-aecf-4c12-a6ad-2a014fac0407,organizerName,San Francisco Seniors Social Group,string
2834,fffa224c-e47f-4fd0-9e37-8919565bbcca,type,event,type
2835,fffa224c-e47f-4fd0-9e37-8919565bbcca,startDate,2024-03-21T17:00:00-07:00,date
2836,fffa224c-e47f-4fd0-9e37-8919565bbcca,endDate,2024-03-21T19:00:00-07:00,date
2837,fffa224c-e47f-4fd0-9e37-8919565bbcca,name,GDC 2024 Game Artists Networking Event,string
2838,fffa224c-e47f-4fd0-9e37-8919565bbcca,url,https://www.meetup.com/san-francisco-digital-art-meetup-group/events/299757417/,url
2839,fffa224c-e47f-4fd0-9e37-8919565bbcca,image,https://secure-content.meetupstatic.com/images/classic-events/519706413/676x676.jpg,url-img
2840,fffa224c-e47f-4fd0-9e37-8919565bbcca,description,Join the San Francisco Digital Art Meetup Group for an exciting evening focused on game and entertainment artists networking and professional development i,string
2841,fffa224c-e47f-4fd0-9e37-8919565bbcca,locationName,Yerba Buena Gardens,string
2842,fffa224c-e47f-4fd0-9e37-8919565bbcca,locationAddress,"750 Howard St, San Francisco, CA",address
2843,fffa224c-e47f-4fd0-9e37-8919565bbcca,organizerName,San Francisco Digital Art Meetup Group,string
2844,38838276-76ab-4f9e-820b-e253ac041752,type,event,type
2845,38838276-76ab-4f9e-820b-e253ac041752,startDate,2024-03-24T09:30:00-07:00,date
2846,38838276-76ab-4f9e-820b-e253ac041752,endDate,2024-03-24T12:30:00-07:00,date
2847,38838276-76ab-4f9e-820b-e253ac041752,name,Windmills & Tulips OMG! - Golden Gate Park,string
2848,38838276-76ab-4f9e-820b-e253ac041752,url,https://www.meetup.com/burlingame-plein-air-painters/events/298652459/,url
2849,38838276-76ab-4f9e-820b-e253ac041752,image,https://secure-content.meetupstatic.com/images/classic-events/519159109/676x676.jpg,url-img
2850,38838276-76ab-4f9e-820b-e253ac041752,description,"Dutch treat! (OK, so that's a sad play on words.) A full scale windmill plus if luck is with us the whole tulip field in bloom! You can wander into the Wes",string
2851,38838276-76ab-4f9e-820b-e253ac041752,locationName,Queen Wilhelmina Garden,string
2852,38838276-76ab-4f9e-820b-e253ac041752,locationAddress,"1690 John F Kennedy Dr, San Francisco, CA",address
2853,38838276-76ab-4f9e-820b-e253ac041752,organizerName,Burlingame Plein Air Painters,string
2854,4751ffbe-b06e-4847-bf02-250894bdbeba,type,event,type
2855,4751ffbe-b06e-4847-bf02-250894bdbeba,startDate,2024-03-19T17:30:00-07:00,date
2856,4751ffbe-b06e-4847-bf02-250894bdbeba,endDate,2024-03-19T20:30:00-07:00,date
2857,4751ffbe-b06e-4847-bf02-250894bdbeba,name,Unstructured Data in LLMs,string
2858,4751ffbe-b06e-4847-bf02-250894bdbeba,url,https://www.meetup.com/unstructured-data-sf/events/297446753/,url
2859,4751ffbe-b06e-4847-bf02-250894bdbeba,image,https://secure-content.meetupstatic.com/images/classic-events/519703233/676x676.jpg,url-img
2860,4751ffbe-b06e-4847-bf02-250894bdbeba,description,This is an in-person event! Registration [using this form](https://lu.ma/c3bwce5i) is required in order to get in. Github will email you a form the day bef,string
2861,4751ffbe-b06e-4847-bf02-250894bdbeba,locationName,88 Colin P Kelly Jr St,string
2862,4751ffbe-b06e-4847-bf02-250894bdbeba,locationAddress,"88 Colin P Kelly Jr St, San Francisco, CA",address
2863,4751ffbe-b06e-4847-bf02-250894bdbeba,organizerName,Unstructured Data Meetup Bay Area,string
2864,9012e2e7-b83a-44fa-af9e-82142c5e33a5,type,event,type
2865,9012e2e7-b83a-44fa-af9e-82142c5e33a5,startDate,2024-03-28T18:30:00-07:00,date
2866,9012e2e7-b83a-44fa-af9e-82142c5e33a5,endDate,2024-03-28T20:30:00-07:00,date
2867,9012e2e7-b83a-44fa-af9e-82142c5e33a5,name,Our 1st book discussion: WHEN BREATH BECOMES AIR by Paul Kalanithi,string
2868,9012e2e7-b83a-44fa-af9e-82142c5e33a5,url,https://www.meetup.com/san-francisco-south-asian-bookclub/events/299305762/,url
2869,9012e2e7-b83a-44fa-af9e-82142c5e33a5,image,/,url-img
2870,9012e2e7-b83a-44fa-af9e-82142c5e33a5,description,"For our first bookclub, I would like to invite you all to discuss Paul Kalanithi’s “When breath becomes air.” There are some books that stay with you long ",string
2871,9012e2e7-b83a-44fa-af9e-82142c5e33a5,locationName,Delah Coffee,string
2872,9012e2e7-b83a-44fa-af9e-82142c5e33a5,locationAddress,"370 4th St, San Francisco, CA",address
2873,9012e2e7-b83a-44fa-af9e-82142c5e33a5,organizerName,San Francisco South Asian Bookclub,string
2874,ed6e5c90-1514-4e27-8fe2-6abb06f59282,type,event,type
2876,ed6e5c90-1514-4e27-8fe2-6abb06f59282,endDate,2024-03-21T20:00:00-07:00,date
2877,ed6e5c90-1514-4e27-8fe2-6abb06f59282,name,HUG SF Meetup #3 - Explore the Hasura Data Delivery Network,string
2878,ed6e5c90-1514-4e27-8fe2-6abb06f59282,url,https://www.meetup.com/hasura-user-group-san-francisco/events/299379159/,url
2879,ed6e5c90-1514-4e27-8fe2-6abb06f59282,image,https://secure-content.meetupstatic.com/images/classic-events/519714622/676x676.jpg,url-img
2880,ed6e5c90-1514-4e27-8fe2-6abb06f59282,description,"It's our 2nd User Group of 2024 🥳

Join [Rahul Agarwal](https://www.linkedin.com/in/rahulagarwal13/), Principal Product Manager at Hasura, for a deep dive",string
2881,ed6e5c90-1514-4e27-8fe2-6abb06f59282,locationName,Hasura San Francisco,string
2882,ed6e5c90-1514-4e27-8fe2-6abb06f59282,locationAddress,"576 Folsom St floor 3, San Francisco, CA",address
2883,ed6e5c90-1514-4e27-8fe2-6abb06f59282,organizerName,Hasura User Group San Francisco,string
2884,de8781ef-fe9c-4350-873a-3da32abe488d,type,event,type
2885,de8781ef-fe9c-4350-873a-3da32abe488d,startDate,2024-03-24T11:00:00-07:00,date
2886,de8781ef-fe9c-4350-873a-3da32abe488d,endDate,2024-03-24T13:00:00-07:00,date
2887,de8781ef-fe9c-4350-873a-3da32abe488d,name,Picnic in Golden Gate Park,string
2888,de8781ef-fe9c-4350-873a-3da32abe488d,url,https://www.meetup.com/single-women-50s-60s-no-kids-social-group-sf/events/299237492/,url
2889,de8781ef-fe9c-4350-873a-3da32abe488d,image,https://secure-content.meetupstatic.com/images/classic-events/519159467/676x676.jpg,url-img
2890,de8781ef-fe9c-4350-873a-3da32abe488d,description,Join us for a picnic at the front lawn of the Conservatory of Flowers in Golden Gate Park. Bring your lunch and a blanket to sit on! We will meet at the to,string
2891,de8781ef-fe9c-4350-873a-3da32abe488d,locationName,Conservatory of Flowers,string
2892,de8781ef-fe9c-4350-873a-3da32abe488d,locationAddress,"100 John F Kennedy Dr, San Francisco, CA",address
2893,de8781ef-fe9c-4350-873a-3da32abe488d,organizerName,"Single women, 50s-60s, no kids, San Francisco social group",string
2894,50b94cae-bfce-4532-8698-d965c23abe64,type,event,type
2895,50b94cae-bfce-4532-8698-d965c23abe64,startDate,2024-03-22T19:00:00-07:00,date
2896,50b94cae-bfce-4532-8698-d965c23abe64,endDate,2024-03-22T21:00:00-07:00,date
2897,50b94cae-bfce-4532-8698-d965c23abe64,name,Adventure Travel Meetup:Discovering Hidden Gems- Event is free for first 50 RSVP,string
2898,50b94cae-bfce-4532-8698-d965c23abe64,url,https://www.meetup.com/sf-people-club-hope-you-make-friends/events/299767223/,url
2899,50b94cae-bfce-4532-8698-d965c23abe64,image,https://secure-content.meetupstatic.com/images/classic-events/519711255/676x676.jpg,url-img
2900,50b94cae-bfce-4532-8698-d965c23abe64,description,"**Make sure to RSVP here (Event is free for first 50 RSVP) - https://localforum.co/singlegroup/657bc9cae9c2d07451eaa4d7/**

Get ready to move your feet and",string
